"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
16732,12/31/2017 0:00:00,8771,0.00,0.00,0.00,0.00,0.00,0.00,17900.00,17900.00,0.00,0.00,0.00,0.00,493540.00,0.00,493540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541440.00,541440.00,0.00,30000.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,106.00
16746,12/31/2017 0:00:00,8777,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6998.00,0.00,6998.00,6998.00,6998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
16754,12/31/2017 0:00:00,8783,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16755,12/31/2017 0:00:00,8784,0.00,0.00,0.00,0.00,0.00,0.00,14787.00,14787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14787.00,14787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,13.00
16756,12/31/2017 0:00:00,8785,0.00,0.00,0.00,0.00,0.00,0.00,612978.00,612978.00,0.00,0.00,0.00,0.00,1373839.00,0.00,1373839.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2553275.00,2553275.00,0.00,566458.00,0.00,566458.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00
16769,12/31/2017 0:00:00,8793,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16770,12/31/2017 0:00:00,8794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
16773,12/31/2017 0:00:00,8796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705836.00,0.00,705836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263457.00,263457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1012479.00,1012479.00,0.00,306643.00,0.00,306643.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,3.00,130.00,2.00,19.00,0.00,0.00,0.00,0.00,0.00,248.00
16785,12/31/2017 0:00:00,8802,0.00,0.00,0.00,0.00,0.00,0.00,4275692.00,4275692.00,0.00,0.00,0.00,0.00,3329165.00,0.00,3329165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200000.00,200000.00,0.00,313342.00,0.00,313342.00,0.00,122455.00,122455.00,8864052.00,8741597.00,122455.00,823398.00,0.00,823398.00,22.00,16.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,11.00,13.00,13.00,26.00,9.00,3.00,7.00,2.00,12.00,38.00,133.00,151.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00
16790,12/31/2017 0:00:00,8805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16805,12/31/2017 0:00:00,8813,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440487.00,0.00,440487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1070000.00,1070000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546567.00,546567.00,0.00,106080.00,0.00,106080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
16813,12/31/2017 0:00:00,8818,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249276.00,0.00,249276.00,0.00,0.00,0.00,696136.00,696136.00,0.00,446860.00,0.00,446860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00
16820,12/31/2017 0:00:00,8823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16834,12/31/2017 0:00:00,8830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16858,12/31/2017 0:00:00,8845,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
16893,12/31/2017 0:00:00,8861,0.00,0.00,0.00,0.00,0.00,0.00,387592.00,387592.00,0.00,0.00,0.00,0.00,1182302.00,0.00,1182302.00,9159.00,9159.00,0.00,29729.00,0.00,29729.00,0.00,0.00,0.00,38887.00,38887.00,0.00,141968.00,0.00,141968.00,0.00,0.00,0.00,1712046.00,1712046.00,0.00,184.00,0.00,184.00,13.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,8.00,0.00,0.00,0.00,11.00,13.00,33.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,39.00
16933,12/31/2017 0:00:00,8884,0.00,0.00,0.00,0.00,0.00,0.00,564687.00,564687.00,0.00,0.00,0.00,0.00,266064.00,0.00,266064.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23181.00,0.00,23181.00,0.00,0.00,0.00,853932.00,853932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00
16946,12/31/2017 0:00:00,8891,0.00,0.00,0.00,0.00,0.00,0.00,37774.00,37774.00,0.00,0.00,0.00,0.00,2127793.00,0.00,2127793.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2482836.00,2482836.00,0.00,317269.00,0.00,317269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,30.00,19.00,0.00,0.00,0.00,0.00,0.00,162.00
16947,12/31/2017 0:00:00,8892,0.00,0.00,0.00,0.00,0.00,0.00,541079.00,541079.00,0.00,0.00,0.00,0.00,994318.00,0.00,994318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86675.00,0.00,86675.00,0.00,0.00,0.00,1622072.00,1622072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
16951,12/31/2017 0:00:00,8894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,855575.00,855575.00,0.00,274.00,0.00,274.00,0.00,0.00,0.00,274.00,274.00,0.00,0.00,0.00,0.00,21.00,1.00,1.00,0.00,0.00,0.00,7.00,0.00,4.00,1.00,12.00,1.00,13.00,8.00,0.00,1.00,0.00,9.00,22.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00
16954,12/31/2017 0:00:00,8896,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2562697.00,0.00,2562697.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2863747.00,2863747.00,0.00,301050.00,0.00,301050.00,7.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,7.00,56.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
16979,12/31/2017 0:00:00,8907,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,44.00
16989,12/31/2017 0:00:00,8914,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00
16993,12/31/2017 0:00:00,8917,0.00,0.00,0.00,0.00,0.00,0.00,3112558.00,3112558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99915.00,99915.00,0.00,71173.00,0.00,71173.00,0.00,0.00,0.00,0.00,0.00,0.00,1609241.00,0.00,1609241.00,0.00,0.00,0.00,6281090.00,6281090.00,0.00,1559291.00,0.00,1559291.00,6.00,21.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,12.00,6.00,21.00,27.00,0.00,0.00,6.00,0.00,0.00,27.00,253.00,1.00,224.00,0.00,0.00,0.00,0.00,0.00,347.00
17012,12/31/2017 0:00:00,8924,0.00,0.00,0.00,0.00,0.00,0.00,14612152.00,14612152.00,0.00,535179.00,535179.00,0.00,16937444.00,0.00,16937444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,300000.00,0.00,1150635.00,0.00,1150635.00,878119.00,0.00,878119.00,34569008.00,34569008.00,0.00,455479.00,0.00,455479.00,33.00,5.00,0.00,0.00,0.00,0.00,17.00,1.00,6.00,4.00,29.00,5.00,34.00,4.00,0.00,5.00,0.00,4.00,38.00,1238.00,1149.00,4.00,1.00,0.00,0.00,0.00,1.00,634.00
17014,12/31/2017 0:00:00,8925,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
17017,12/31/2017 0:00:00,8928,0.00,0.00,0.00,0.00,0.00,0.00,1676911.00,1676911.00,0.00,0.00,0.00,0.00,12802071.00,0.00,12802071.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92507.00,0.00,92507.00,88402.00,0.00,88402.00,14659891.00,14659891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
17023,12/31/2017 0:00:00,8931,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
17040,12/31/2017 0:00:00,8940,0.00,0.00,0.00,0.00,0.00,0.00,34422.00,34422.00,0.00,0.00,0.00,0.00,2794886.00,0.00,2794886.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422384.00,0.00,422384.00,11341.00,0.00,11341.00,4226405.00,4226405.00,0.00,963372.00,0.00,963372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
17057,12/31/2017 0:00:00,8949,0.00,0.00,0.00,0.00,0.00,0.00,6695240.00,6695240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,659645.00,0.00,659645.00,0.00,0.00,0.00,712235.00,712235.00,0.00,0.00,0.00,0.00,96941.00,0.00,96941.00,8158480.00,8158480.00,0.00,1366299.00,0.00,1366299.00,58.00,38.00,0.00,0.00,0.00,0.00,7.00,20.00,0.00,12.00,15.00,38.00,59.00,43.00,0.00,7.00,2.00,42.00,96.00,287.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,528.00
17060,12/31/2017 0:00:00,8951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,677219.00,0.00,677219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150388.00,0.00,150388.00,666605.00,0.00,666605.00,2066558.00,2066558.00,0.00,572346.00,0.00,572346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00
17067,12/31/2017 0:00:00,8954,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.00
17080,12/31/2017 0:00:00,8958,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1257421.00,1257421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1257421.00,0.00,1257421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17100,12/31/2017 0:00:00,8972,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2492722.00,0.00,2492722.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,889639.00,0.00,889639.00,0.00,0.00,0.00,5006941.00,5006941.00,0.00,1624580.00,0.00,1624580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,170.00,0.00,0.00,0.00,0.00,0.00,291.00
17105,12/31/2017 0:00:00,8976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
17107,12/31/2017 0:00:00,8977,0.00,0.00,0.00,0.00,0.00,0.00,38278.00,38278.00,0.00,0.00,0.00,0.00,3348119.00,0.00,3348119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9776.00,0.00,9776.00,0.00,0.00,0.00,3396173.00,3396173.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,43.00,0.00,43.00,0.00,0.00,41.00,0.00,0.00,43.00,256.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,46.00
17112,12/31/2017 0:00:00,8978,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17117,12/31/2017 0:00:00,8981,0.00,0.00,0.00,0.00,0.00,0.00,1656506.00,1656506.00,0.00,0.00,0.00,0.00,19731151.00,0.00,19731151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3583406.00,0.00,3583406.00,0.00,0.00,0.00,25058341.00,25058341.00,0.00,87278.00,0.00,87278.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,630.00,670.00,0.00,0.00,0.00,0.00,0.00,0.00,874.00
17126,12/31/2017 0:00:00,8985,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17127,12/31/2017 0:00:00,8986,0.00,0.00,0.00,0.00,0.00,0.00,1248700.00,1248700.00,0.00,0.00,0.00,0.00,4085257.00,0.00,4085257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3048306.00,0.00,3048306.00,69440.00,0.00,69440.00,8451703.00,8451703.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,1.00,84.00,0.00,0.00,0.00,0.00,0.00,241.00
17136,12/31/2017 0:00:00,8991,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
17142,12/31/2017 0:00:00,8995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162417.00,0.00,2162417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162417.00,2162417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00
17154,12/31/2017 0:00:00,9002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00
17163,12/31/2017 0:00:00,9009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100000.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00
17164,12/31/2017 0:00:00,9010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11559.00,0.00,11559.00,0.00,0.00,0.00,11559.00,11559.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
